TWC_200/FREQUENCY_PROGRAM,TWC_200/FREQUENCY_PROGRAM
8971.0,1.9920978310584584E8
8977.0,1.9922512172081771E8
8983.0,1.9924027657395723E8
8989.0,1.9925513947253537E8
9001.0,1.9928401892097938E8
9013.0,1.9931181680136642E8
9019.0,1.993253269239474E8
9025.0,1.9933858636627078E8
9031.0,1.99351601282212E8
9037.0,1.9936437763840973E8
9043.0,1.993769212210444E8
9049.0,1.9938927208132836E8
9055.0,1.994015437008339E8
9061.0,1.9941374190360412E8
9067.0,1.9942586388419342E8
9073.0,1.9943790697373876E8
9079.0,1.9944986863776383E8
9085.0,1.9946174647387797E8
9091.0,1.994735382093794E8
9097.0,1.9948519548317602E8
9103.0,1.9949612914063665E8
9109.0,1.995061931090843E8
9115.0,1.9951542561640635E8
9121.0,1.9952386107423407E8
9127.0,1.995315303742519E8
9133.0,1.9953846114828947E8
9139.0,1.9954467799614194E8
9145.0,1.9955020268449372E8
9151.0,1.9955505431982356E8
9157.0,1.9955924949774012E8
9163.0,1.9956280243082297E8
9169.0,1.9956572505671278E8
9175.0,1.9956802712790284E8
9181.0,1.9956971628442144E8
9187.0,1.9957079811035678E8
9193.0,1.9957127617495713E8
9195.0,1.995713016908182E8
11145.0,1.995713016908182E8
11155.0,1.9957310109186837E8
11175.0,1.9957310109186837E8
11185.0,1.995731641203392E8
11195.0,1.995731641203392E8
11201.0,1.995732206669232E8
11207.0,1.9957339027173695E8
11213.0,1.995736728300134E8
11219.0,1.9957406816730037E8
11225.0,1.995745760396992E8
11231.0,1.9957519613419807E8
11237.0,1.995759280690996E8
11243.0,1.9957677139454088E8
11249.0,1.9957772559310547E8
11255.0,1.9957879008052537E8
11261.0,1.9957996420647177E8
11267.0,1.9958124725543228E8
11273.0,1.995826384476728E8
11279.0,1.9958413694028196E8
11285.0,1.9958574182829526E8
11291.0,1.9958745214589658E8
11297.0,1.9958926686769462E8
11303.0,1.995911849100705E8
11309.0,1.9959320513259432E8
11315.0,1.9959532633950707E8
11321.0,1.995975472812646E8
11327.0,1.9959986665614033E8
11333.0,1.9960228311188316E8
11339.0,1.9960479524742678E8
11345.0,1.9960740161464715E8
11351.0,1.9961010072016373E8
11357.0,1.9961289102718154E8
11363.0,1.9961577095736915E8
11369.0,1.9961873889276972E8
11375.0,1.9962179317774075E8
11381.0,1.996249321209184E8
11387.0,1.9962815399720317E8
11393.0,1.9963145704976246E8
11399.0,1.9963483949204648E8
11405.0,1.9963829950981364E8
11411.0,1.996418352631619E8
11417.0,1.996454448885618E8
11423.0,1.996491265008882E8
11429.0,1.9965287819544706E8
11435.0,1.9965669804999334E8
11441.0,1.9966058412673718E8
11447.0,1.9966453447433499E8
11453.0,1.9966854712986216E8
11459.0,1.9967262012076434E8
11465.0,1.9967675146678454E8
11471.0,1.996809391818632E8
11477.0,1.9968518127600834E8
11483.0,1.9968947575713375E8
11489.0,1.9969382063286227E8
11495.0,1.9969821391229212E8
11501.0,1.997026536077244E8
11507.0,1.9970713773634937E8
11513.0,1.9971166432189003E8
11519.0,1.9971623139620098E8
11525.0,1.9972083700082138E8
11531.0,1.997254791884803E8
11537.0,1.9973015602455336E8
11543.0,1.9973486558846956E8
11549.0,1.997396059750672E8
11555.0,1.9974437529589817E8
11561.0,1.9974917168047985E8
11567.0,1.9975399327749413E8
11573.0,1.99758838255933E8
11579.0,1.9976370480619043E8
11585.0,1.9976859114110044E8
11591.0,1.9977349549692118E8
11597.0,1.997784222638272E8
11603.0,1.9978344822794187E8
11609.0,1.9978859248648077E8
11615.0,1.9979384928626037E8
11621.0,1.9979921284772882E8
11627.0,1.9980467737739837E8
11633.0,1.998102370799422E8
11639.0,1.9981588616991973E8
11645.0,1.9982161888309956E8
11651.0,1.9982742948735014E8
11657.0,1.9983331229307407E8
11663.0,1.9983926166316307E8
11669.0,1.998452720224556E8
11675.0,1.9985133786668146E8
11681.0,1.9985745377088118E8
11687.0,1.9986361439729133E8
11693.0,1.9986981450268912E8
11699.0,1.998760489451938E8
11705.0,1.998823126905235E8
11711.0,1.9988860081771046E8
11717.0,1.998949085242782E8
11723.0,1.9990123113088855E8
11729.0,1.999075640854661E8
11735.0,1.99913902966812E8
11741.0,1.9992024348771897E8
11747.0,1.9992658149760142E8
11753.0,1.999329129846569E8
11759.0,1.999392340775748E8
11765.0,1.9994554104681027E8
11771.0,1.9995183030544215E8
11777.0,1.9995809840963367E8
11783.0,1.9996434205871636E8
11789.0,1.999705580949171E8
11795.0,1.9997674350274897E8
11801.0,1.9998289540808642E8
11807.0,1.9998901107694593E8
11813.0,1.9999508791399246E8
11819.0,2.0000112346079206E8
11825.0,2.0000711539383143E8
11831.0,2.000130615223236E8
11837.0,2.0001895978581968E8
11843.0,2.0002480825164503E8
11849.0,2.0003060511217898E8
11855.0,2.0003634868199503E8
11861.0,2.0004203739487922E8
11867.0,2.0004766980074263E8
11873.0,2.000532445624443E8
11879.0,2.0005876045253873E8
11885.0,2.0006421634996292E8
11891.0,2.0006961123667595E8
11897.0,2.0007494419426376E8
11903.0,2.0008021440052158E8
11909.0,2.0008542112602434E8
11915.0,2.0009056373069617E8
11921.0,2.0009564166038835E8
11927.0,2.001006544434746E8
11933.0,2.001056016874721E8
11939.0,2.0011048307569566E8
11942.0,2.001128907198239E8
11945.0,2.0011529836395213E8
11951.0,2.0012004737728077E8
11957.0,2.001247300067461E8
11963.0,2.0012934620628724E8
11969.0,2.0013389598962885E8
11975.0,2.001383794272577E8
11981.0,2.0014279590890878E8
11987.0,2.0014714644117025E8
11993.0,2.0015143124518734E8
11999.0,2.001556505874991E8
12005.0,2.0015980477738604E8
12011.0,2.001638941642969E8
12017.0,2.0016791913535538E8
12023.0,2.0017188011294752E8
12025.0,2.001731792497874E8
12029.0,2.0017577779741487E8
12035.0,2.001796124811132E8
12041.0,2.0018338454366297E8
12047.0,2.0018709452805313E8
12053.0,2.0019074300165838E8
12059.0,2.0019433055430698E8
12065.0,2.0019785779642668E8
12071.0,2.0020132535726762E8
12077.0,2.002047338832006E8
12083.0,2.0020808403608975E8
12089.0,2.0021137649173808E8
12095.0,2.002146119384035E8
12101.0,2.002177910753849E8
12107.0,2.0022091461167577E8
12113.0,2.0022398326468334E8
12119.0,2.0022699775901255E8
12125.0,2.002299588253112E8
12131.0,2.002328669677842E8
12137.0,2.0023572310240898E8
12143.0,2.0023852797310492E8
12149.0,2.002412823257731E8
12155.0,2.0024398690742466E8
12161.0,2.0024664246536002E8
12167.0,2.002492497463968E8
12173.0,2.0025180949614537E8
12175.0,2.0025264715557832E8
12179.0,2.0025432275015473E8
12185.0,2.0025679014326525E8
12191.0,2.002592122743987E8
12197.0,2.0026158987668815E8
12203.0,2.0026392367910683E8
12209.0,2.0026621440598825E8
12215.0,2.0026846277658165E8
12221.0,2.0027066950464064E8
12227.0,2.002728352980437E8
12233.0,2.0027496085844517E8
12239.0,2.002770468809551E8
12245.0,2.0027909405384633E8
12251.0,2.002811030582884E8
12257.0,2.0028307456810543E8
12263.0,2.0028500924955857E8
12269.0,2.0028690776114964E8
12275.0,2.0028877075344715E8
12281.0,2.0029059886893138E8
12287.0,2.0029239274185908E8
12293.0,2.0029415299814555E8
12299.0,2.0029588025526392E8
12305.0,2.0029757512216038E8
12311.0,2.002992381991841E8
12317.0,2.0030087007803145E8
12323.0,2.0030247134170365E8
12329.0,2.0030404256447643E8
12335.0,2.003055843118815E8
12341.0,2.0030709714069924E8
12347.0,2.0030858159896114E8
12353.0,2.0031003822596192E8
12359.0,2.003114675522806E8
12365.0,2.0031287009980997E8
12371.0,2.003142463817932E8
12377.0,2.0031559690286818E8
12383.0,2.0031692215911797E8
12389.0,2.0031822263812786E8
12395.0,2.0031949881904742E8
12401.0,2.0032074901505503E8
12407.0,2.003219717437218E8
12413.0,2.003231677647889E8
12419.0,2.003243378125495E8
12425.0,2.0032548259685165E8
12431.0,2.0032660280405486E8
12437.0,2.0032769909794432E8
12443.0,2.0032877212060398E8
12449.0,2.0032982249325052E8
12455.0,2.0033085081703085E8
12461.0,2.003318576737846E8
12467.0,2.0033284362677288E8
12473.0,2.0033380922137585E8
12479.0,2.0033475498575985E8
12485.0,2.0033568143151626E8
12491.0,2.0033658905427268E8
12497.0,2.0033747833427855E8
12503.0,2.00338349736966E8
12509.0,2.003392037134871E8
12515.0,2.0034004070122847E8
12521.0,2.0034086112430534E8
12527.0,2.003416653940344E8
12533.0,2.0034245390938753E8
12539.0,2.0034322705742761E8
12545.0,2.0034398521372548E8
12551.0,2.0034472874276143E8
12557.0,2.0034545799830955E8
12563.0,2.0034617332380724E8
12569.0,2.0034687505271012E8
12575.0,2.0034756350883257E8
12581.0,2.0034823900667524E8
12587.0,2.0034890185173976E8
12593.0,2.0034955234083098E8
12599.0,2.0035019076234788E8
12605.0,2.0035081739656293E8
12611.0,2.0035143251589108E8
12617.0,2.003520363851484E8
12623.0,2.0035262926180103E8
12629.0,2.003532113962044E8
12635.0,2.0035378303183407E8
12641.0,2.003543444055076E8
12647.0,2.0035489574759814E8
12653.0,2.003554372822404E8
12659.0,2.0035596922752878E8
12665.0,2.0035649179570866E8
12671.0,2.003570051933603E8
12677.0,2.003575096215762E8
12683.0,2.0035800527613243E8
12689.0,2.003584923476534E8
12695.0,2.0035897102177086E8
12701.0,2.003594414792776E8
12707.0,2.0035990389627486E8
12713.0,2.0036035844431582E8
12719.0,2.0036080529054287E8
12725.0,2.0036124459782097E8
12731.0,2.003616765248659E8
12737.0,2.0036210122636807E8
12743.0,2.0036251885311267E8
12749.0,2.0036292955209497E8
12755.0,2.0036333346663192E8
12761.0,2.003637307364705E8
12767.0,2.0036412149789155E8
12773.0,2.0036450588381088E8
12779.0,2.0036488402387646E8
12785.0,2.0036525604456285E8
12791.0,2.003656220692619E8
12797.0,2.003659822183712E8
12803.0,2.0036633660937908E8
12809.0,2.0036668535694692E8
12815.0,2.0036702857298896E8
12821.0,2.003673663667494E8
12827.0,2.0036769884487724E8
12833.0,2.003680261114982E8
12839.0,2.0036834826828483E8
12845.0,2.003686654145243E8
12851.0,2.003689776471838E8
12857.0,2.0036928506097418E8
12863.0,2.0036958774841148E8
12869.0,2.0036988579987627E8
12875.0,2.0037017930367178E8
12881.0,2.0037046834607938E8
12887.0,2.0037075301141313E8
12893.0,2.0037103338207227E8
12899.0,2.0037130953859186E8
12905.0,2.0037158155969265E8
12911.0,2.0037184952232835E8
12917.0,2.003721135017327E8
12923.0,2.0037237357146403E8
12929.0,2.00372629803449E8
12935.0,2.003728822680252E8
12941.0,2.0037313103398204E8
12947.0,2.0037337616860062E8
12953.0,2.0037361773769256E8
12959.0,2.0037385580563763E8
12965.0,2.0037409043541992E8
12971.0,2.0037432168866342E8
12977.0,2.003745496256665E8
12983.0,2.0037477430543518E8
12989.0,2.0037499578571546E8
12995.0,2.0037521412302476E8
13001.0,2.0037542937268287E8
13007.0,2.003756415888411E8
13013.0,2.0037585082451168E8
13019.0,2.0037605713159528E8
13025.0,2.0037626056090876E8
13031.0,2.0037646116221127E8
13037.0,2.003766589842302E8
13043.0,2.0037685407468602E8
13049.0,2.003770464803169E8
13055.0,2.0037723624690214E8
13061.0,2.00377423419285E8
13067.0,2.003776080413956E8
13073.0,2.003777901562722E8
13079.0,2.003779698060825E8
13085.0,2.003781470321443E8
13091.0,2.0037832187494543E8
13097.0,2.0037849437416327E8
13103.0,2.0037866456868374E8
13109.0,2.0037883249661985E8
13115.0,2.0037899819532928E8
13121.0,2.0037916170143226E8
13127.0,2.003793230508286E8
13133.0,2.0037948227871385E8
13139.0,2.0037963941959572E8
13145.0,2.0037979450731003E8
13151.0,2.0037994757503545E8
13157.0,2.0038009865530872E8
13163.0,2.0038024778003922E8
13169.0,2.0038039498052296E8
13175.0,2.0038054028745642E8
13181.0,2.003806837309499E8
13187.0,2.0038082534054062E8
13193.0,2.0038096514520556E8
13199.0,2.0038110311212876E8
13235.0,2.0038188995039353E8
13241.0,2.003820145918036E8
13247.0,2.003821374697625E8
13253.0,2.0038225861737913E8
13259.0,2.00382378066989E8
13265.0,2.0038249585017592E8
13271.0,2.0038261199779275E8
13277.0,2.0038272653998166E8
13283.0,2.003828395061936E8
13289.0,2.0038295092520735E8
13295.0,2.0038306082514772E8
13301.0,2.0038316923350343E8
13307.0,2.0038327617714417E8
13313.0,2.0038338168233743E8
13319.0,2.0038348577476436E8
13337.0,2.003837898237918E8
13343.0,2.0038388851077905E8
13349.0,2.003839859051438E8
13355.0,2.003840820293619E8
13361.0,2.0038417690542293E8
13367.0,2.0038427055484265E8
13373.0,2.0038436299867517E8
13379.0,2.0038445425752485E8
13385.0,2.0038454435155782E8
13391.0,2.0038463330051294E8
13397.0,2.0038472112371272E8
13403.0,2.0038480784007403E8
13409.0,2.003848934681178E8
13421.0,2.0038506153141782E8
13427.0,2.003851440018255E8
13445.0,2.0038538537147176E8
13451.0,2.0038546386865336E8
13457.0,2.0038554141257074E8
13463.0,2.0038561801859656E8
13469.0,2.003856937017946E8
13475.0,2.0038576847692776E8
13487.0,2.0038591536058667E8
13493.0,2.0038598749719566E8
13499.0,2.003860587819193E8
13505.0,2.003861292281183E8
13511.0,2.0038619884889248E8
13517.0,2.003862676570868E8
13523.0,2.0038633566529727E8
13529.0,2.0038640288587698E8
13535.0,2.0038646933094126E8
13541.0,2.0038653501237366E8
13553.0,2.003866641307475E8
13559.0,2.0038672759034258E8
13565.0,2.00386790331623E8
13571.0,2.0038685236538866E8
13601.0,2.0038715228559408E8
13613.0,2.0038726765719363E8
13619.0,2.0038732439629993E8
13625.0,2.0038738051651174E8
13637.0,2.0038749093596283E8
13643.0,2.003875452526564E8
13655.0,2.0038765214244807E8
13685.0,2.0038790957500422E8
13691.0,2.0038795944533092E8
13697.0,2.0038800879442596E8
13703.0,2.0038805762952766E8
13733.0,2.003882943398568E8
13757.0,2.0038847515008605E8
13763.0,2.0038851921705145E8
13775.0,2.0038860603059074E8
13781.0,2.003886487888544E8
13793.0,2.0038873303687185E8
13799.0,2.003887745377454E8
13805.0,2.0038881563045684E8
13811.0,2.0038885632034096E8
13817.0,2.0038889661264572E8
13823.0,2.003889365125338E8
13829.0,2.0038897602508447E8
13835.0,2.0038901515529507E8
13841.0,2.003890539080825E8
13847.0,2.0038909225962424E8
13853.0,2.003891300451781E8
13859.0,2.0038916724695012E8
13865.0,2.0038920387580958E8
13871.0,2.0038923994235831E8
13877.0,2.0038927545693862E8
13883.0,2.0038931042964053E8
13889.0,2.0038934487030953E8
13895.0,2.0038937878855312E8
13901.0,2.0038941219374773E8
13907.0,2.0038944509504554E8
13913.0,2.0038947750138023E8
13919.0,2.0038950942147392E8
13925.0,2.0038954086384228E8
13931.0,2.003895718368007E8
13937.0,2.003896023484697E8
13943.0,2.003896324067805E8
13949.0,2.0038966201947993E8
13955.0,2.003896911941354E8
13961.0,2.0038971993814012E8
13967.0,2.0038974825871754E8
13973.0,2.0038977616292584E8
13979.0,2.0038980365766254E8
13985.0,2.0038983074966866E8
13991.0,2.003898574455329E8
13997.0,2.0038988375169548E8
14003.0,2.0038990967445233E8
14009.0,2.0038993521995857E8
14015.0,2.0038996039423218E8
14021.0,2.0038998520315778E8
14027.0,2.003900096524898E8
14033.0,2.0039003374785587E8
14039.0,2.0039005749475998E8
14045.0,2.0039008089858583E8
14051.0,2.0039010396459952E8
14057.0,2.0039012669795287E8
14063.0,2.003901491036858E8
14069.0,2.0039017118672958E8
14075.0,2.0039019295190918E8
14081.0,2.0039021440394595E8
14087.0,2.0039023554746023E8
14093.0,2.0039025638697374E8
14099.0,2.0039027692691204E8
14105.0,2.0039029717160657E8
14111.0,2.0039031712529722E8
14117.0,2.0039033679213446E8
14123.0,2.0039035617618126E8
14129.0,2.0039037528141522E8
14135.0,2.003903941117308E8
14141.0,2.0039041267094094E8
14147.0,2.0039043096277905E8
14153.0,2.0039044899090096E8
14159.0,2.0039046675888664E8
14165.0,2.0039048427024183E8
14171.0,2.0039050152839974E8
14177.0,2.0039051853672287E8
14183.0,2.0039053529850447E8
14189.0,2.0039055181697002E8
14195.0,2.0039056809527883E8
14201.0,2.0039058413652542E8
14207.0,2.0039059994374117E8
14213.0,2.0039061551989534E8
14219.0,2.0039063086789674E8
14225.0,2.0039064599059474E8
14231.0,2.00390660890781E8
14237.0,2.003906755711901E8
14243.0,2.003906900345013E8
14249.0,2.0039070428333938E8
14255.0,2.003907183202758E8
14261.0,2.003907321478301E8
14267.0,2.0039074576847062E8
14273.0,2.0039075918461567E8
14279.0,2.003907723986347E8
14285.0,2.0039078541284922E8
14291.0,2.0039079822953358E8
14297.0,2.0039081084712207E8
14303.0,2.003908232187407E8
14309.0,2.0039083533216932E8
14315.0,2.0039084719035426E8
14321.0,2.0039085879616538E8
14327.0,2.0039087015239787E8
14333.0,2.0039088126177347E8
14339.0,2.0039089212694228E8
14345.0,2.0039090275048423E8
14351.0,2.003909131349101E8
14357.0,2.0039092328266364E8
14363.0,2.0039093319612193E8
14369.0,2.003909428775975E8
14375.0,2.0039095232933915E8
14377.0,2.0039095540407053E8
14381.0,2.0039095669449887E8
14387.0,2.0039095840411806E8
14393.0,2.0039095988968256E8
14399.0,2.0039096115322468E8
14405.0,2.0039096219671866E8
14411.0,2.0039096302208114E8
14417.0,2.0039096363117275E8
14423.0,2.0039096402579844E8
14429.0,2.0039096420770895E8
14435.0,2.0039096417860144E8
14441.0,2.003909639401203E8
14447.0,2.0039096349385816E8
14453.0,2.0039096284135655E8
14459.0,2.0039096198410672E8
14465.0,2.0039096092355034E8
14471.0,2.003909596610804E8
14477.0,2.0039095819804156E8
14483.0,2.003909565357311E8
14489.0,2.0039095467539957E8
14495.0,2.0039095261825103E8
14501.0,2.0039095038093007E8
14507.0,2.0039094797991845E8
14513.0,2.0039094541611883E8
14519.0,2.003909426904023E8
14525.0,2.0039093980360913E8
14531.0,2.003909367565488E8
14537.0,2.0039093355000058E8
14543.0,2.003909301847137E8
14549.0,2.0039092666140765E8
14555.0,2.003909229807725E8
14561.0,2.003909191434692E8
14567.0,2.0039091515012982E8
14573.0,2.003909110013577E8
14579.0,2.003909066977279E8
14585.0,2.003909022397871E8
14591.0,2.0039089762805426E8
14597.0,2.0039089286302045E8
14603.0,2.0039088794514915E8
14609.0,2.0039088287487647E8
14615.0,2.0039087765261137E8
14621.0,2.0039087227873558E8
14627.0,2.003908667536041E8
14633.0,2.0039086107754496E8
14639.0,2.0039085525085974E8
14645.0,2.003908492738233E8
14651.0,2.003908431466842E8
14657.0,2.0039083686966458E8
14663.0,2.003908304429603E8
14669.0,2.0039082386674112E8
14675.0,2.0039081714115065E8
14681.0,2.003908102663064E8
14687.0,2.003908032423E8
14693.0,2.0039079606919682E8
14695.0,2.0039079364503747E8
14730.0,2.003907936561823E8
14745.0,2.0039079366393214E8
14765.0,2.0039079367369744E8
14795.0,2.0039079368435055E8
14800.0,2.0039079368763807E8
14835.0,2.0039079371531102E8
14845.0,2.0039079372138795E8
14870.0,2.0039079373020175E8
14895.0,2.003907937401366E8
14905.0,2.0039079374656004E8
14940.0,2.0039079377387595E8
14945.0,2.0039079377704006E8
14975.0,2.0039079380161086E8
14995.0,2.003907938193605E8
15010.0,2.0039079383021957E8
15045.0,2.0039079385458103E8
15080.0,2.0039079387644652E8
15095.0,2.0039079388368392E8
15115.0,2.0039079389763606E8
15150.0,2.0039079392709258E8
15185.0,2.0039079395333973E8
15195.0,2.0039079396186292E8
15220.0,2.003907940106878E8
15245.0,2.0039079405834007E8
15255.0,2.0039079407059288E8
15290.0,2.0039079411561513E8
15295.0,2.0039079412157178E8
15325.0,2.0039079414762044E8
15345.0,2.0039079416660216E8
15360.0,2.0039079418205205E8
15395.0,2.0039079422358674E8
15430.0,2.0039079425868052E8
15445.0,2.0039079427886367E8
15465.0,2.0039079430228677E8
15495.0,2.0039079433143422E8
15500.0,2.0039079433677217E8
15535.0,2.0039079437089434E8
15545.0,2.0039079438157016E8
15605.0,2.0039079447201523E8
15640.0,2.0039079453000265E8
15675.0,2.0039079458160213E8
15695.0,2.003907946093854E8
15745.0,2.0039079468848243E8
15795.0,2.003907947536835E8
15815.0,2.0039079477940124E8
15845.0,2.0039079481399542E8
15850.0,2.0039079481905618E8
15895.0,2.003907948703615E8
15945.0,2.0039079495396993E8
15955.0,2.0039079496995124E8
15990.0,2.003907950243267E8
15995.0,2.003907950317606E8
16025.0,2.0039079508829728E8
16045.0,2.00390795128642E8
16095.0,2.0039079519838446E8
16130.0,2.0039079527479926E8
16145.0,2.003907953087619E8
16165.0,2.003907953403556E8
16195.0,2.003907953888139E8
16235.0,2.003907954399556E8
16245.0,2.0039079545126256E8
16295.0,2.0039079552134266E8
16305.0,2.0039079553740382E8
16340.0,2.0039079559839875E8
16345.0,2.0039079560789546E8
16375.0,2.0039079565533504E8
16395.0,2.0039079568096337E8
16410.0,2.003907956997033E8
16445.0,2.0039079575542304E8
16480.0,2.0039079579505396E8
16495.0,2.00390795812741E8
16515.0,2.0039079583361125E8
16545.0,2.0039079586694497E8
16550.0,2.0039079587763065E8
16585.0,2.003907959493135E8
16595.0,2.003907959720023E8
16620.0,2.0039079601507142E8
16645.0,2.0039079604973927E8
16655.0,2.0039079605780652E8
16690.0,2.003907960963043E8
16695.0,2.003907961004052E8
16725.0,2.0039079614212802E8
16745.0,2.0039079617240533E8
16760.0,2.0039079619217435E8
16795.0,2.0039079623506024E8
16830.0,2.0039079626723206E8
16845.0,2.00390796279351E8
16865.0,2.0039079629461753E8
16895.0,2.003907963214968E8
16935.0,2.0039079636400318E8
16970.0,2.003907963969851E8
16995.0,2.0039079642002952E8
17005.0,2.0039079643184397E8
17040.0,2.003907964834551E8
17045.0,2.00390796490116E8
17075.0,2.003907965241789E8
17095.0,2.0039079654795521E8
17110.0,2.0039079656217858E8
17145.0,2.0039079659349728E8
17180.0,2.0039079662402397E8
17195.0,2.0039079663924268E8
17215.0,2.0039079666072315E8
17245.0,2.00390796684149E8
17250.0,2.0039079669030306E8
17295.0,2.0039079675108486E8
17320.0,2.0039079677646092E8
17355.0,2.003907968073832E8
17390.0,2.003907968394624E8
17395.0,2.003907968455534E8
17425.0,2.0039079687482348E8
17445.0,2.0039079689034948E8
17460.0,2.0039079690420112E8
17495.0,2.0039079693265805E8
17530.0,2.003907969651472E8
17545.0,2.0039079697867063E8
17565.0,2.0039079699392766E8
17595.0,2.0039079702557087E8
17600.0,2.003907970304371E8
17635.0,2.0039079705588472E8
17645.0,2.003907970637656E8
17670.0,2.0039079708829823E8
17695.0,2.0039079710916045E8
17705.0,2.0039079711367002E8
17740.0,2.0039079713957423E8
17795.0,2.0039079716751304E8
17810.0,2.0039079718019262E8
17845.0,2.00390797208457E8
17880.0,2.0039079723269647E8
17895.0,2.003907972460748E8
17915.0,2.003907972673049E8
17945.0,2.0039079729010162E8
17950.0,2.0039079729510313E8
17985.0,2.0039079732800502E8
17995.0,2.0039079733903065E8
18020.0,2.0039079736908E8
18045.0,2.0039079739795882E8
18090.0,2.003907974356452E8
18095.0,2.003907974393665E8
18125.0,2.0039079746353963E8
18145.0,2.0039079748245507E8
18160.0,2.0039079749795124E8
18195.0,2.003907975312841E8
18230.0,2.0039079755301517E8
18265.0,2.0039079757263145E8
18295.0,2.0039079759377074E8
18300.0,2.0039079759668627E8
18335.0,2.003907976117437E8
18345.0,2.0039079761914006E8
18395.0,2.0039079767185205E8
18405.0,2.0039079768129268E8
18440.0,2.0039079770499438E8
18445.0,2.0039079770882508E8
18475.0,2.003907977272041E8
18495.0,2.003907977375408E8
18510.0,2.0039079774730796E8
18545.0,2.0039079777256116E8
18595.0,2.0039079781163114E8
18615.0,2.0039079782587966E8
18645.0,2.0039079784615755E8
18685.0,2.0039079787191138E8
18720.0,2.0039079789683008E8
18755.0,2.003907979176145E8
18790.0,2.0039079794301695E8
18825.0,2.0039079796211883E8
18845.0,2.003907979757003E8
18860.0,2.0039079798719984E8
18895.0,2.0039079800830254E8
18930.0,2.0039079802645782E8
18945.0,2.0039079803186527E8
18965.0,2.0039079804250222E8
18995.0,2.0039079806320423E8
19000.0,2.0039079806875387E8
19035.0,2.0039079810373944E8
19045.0,2.0039079811640343E8
19070.0,2.003907981365881E8
19095.0,2.0039079814883164E8
19105.0,2.0039079815408048E8
