TWC_200/FREQUENCY_PROGRAM,TWC_200/FREQUENCY_PROGRAM
1771.0,1.9921068758763096E8
1777.0,1.9922592433824292E8
1783.0,1.9924133956071243E8
1789.0,1.9925691308816943E8
1795.0,1.9927262513061932E8
1801.0,1.992884563148814E8
1807.0,1.9930438772103605E8
1813.0,1.9932040091537485E8
1819.0,1.9933647797987318E8
1825.0,1.9935260153822467E8
1831.0,1.993687547785005E8
1837.0,1.9938492147251105E8
1843.0,1.994010859919676E8
1849.0,1.994172333215531E8
1855.0,1.9943334906902567E8
1861.0,1.994494194724878E8
1867.0,1.994654314049634E8
1873.0,1.9948137237643182E8
1879.0,1.9949723053347284E8
1885.0,1.9951299465668043E8
1891.0,1.995286541560048E8
1897.0,1.9954419906418404E8
1903.0,1.9955962002842408E8
1909.0,1.9957490830048612E8
1915.0,1.995900557253366E8
1921.0,1.9960505472851115E8
1927.0,1.9961989830234048E8
1933.0,1.9963457999117973E8
1939.0,1.99649093875778E8
1945.0,1.996634345569185E8
1951.0,1.996775971384529E8
1957.0,1.9969157720984682E8
1963.0,1.9970537082834682E8
1969.0,1.9971897450087124E8
1975.0,1.9973238516572112E8
1981.0,1.997456001741999E8
1987.0,1.997586172722231E8
1993.0,1.9977143458199307E8
1999.0,1.9978405058380663E8
2005.0,1.9979646409805727E8
2011.0,1.9980867426748657E8
2017.0,1.998206805397347E8
2023.0,1.9983248265023223E8
2029.0,1.998440806054723E8
2035.0,1.9985547466669518E8
2041.0,1.9986666533401248E8
2047.0,1.9987765333099583E8
2053.0,1.9988843958974707E8
2059.0,1.998990252364667E8
2065.0,1.9990941157753074E8
2071.0,1.9991960008608496E8
2077.0,1.9992959238916078E8
2083.0,1.9993939025531575E8
2089.0,1.9994899558279738E8
2095.0,1.9995841038822916E8
2101.0,1.9996763679581234E8
2107.0,1.9997667702703905E8
2113.0,1.9998553339090732E8
2119.0,1.999942082746292E8
2125.0,2.000027041348217E8
2131.0,2.000110234891687E8
2137.0,2.000191689085412E8
2143.0,2.0002714300956345E8
2149.0,2.0003494844761062E8
2155.0,2.000425879102244E8
2161.0,2.000500641109316E8
2167.0,2.0005737978345156E8
2173.0,2.0006453767627692E8
2179.0,2.0007154054761377E8
2185.0,2.0007839116066554E8
2191.0,2.000850922792459E8
2197.0,2.0009164666370696E8
2203.0,2.0009805706716713E8
2209.0,2.0010432623202547E8
2215.0,2.001104568867481E8
2221.0,2.0011645174291337E8
2225.0,2.0012035957596046E8
2227.0,2.0012231439598906E8
2233.0,2.0012804816023606E8
2239.0,2.0013365375476456E8
2245.0,2.0013913381143093E8
2251.0,2.001444909335131E8
2257.0,2.001497276940482E8
2263.0,2.0015484663434494E8
2269.0,2.0015985026266032E8
2275.0,2.0016474105303055E8
2281.0,2.001695203347609E8
2287.0,2.001741919371328E8
2293.0,2.0017875821521142E8
2299.0,2.0018322148683143E8
2305.0,2.0018758403205696E8
2311.0,2.0019184809274355E8
2317.0,2.0019601587219545E8
2323.0,2.0020008953491202E8
2329.0,2.002040712064153E8
2335.0,2.0020796297315413E8
2341.0,2.0021176688247812E8
2347.0,2.002154849426764E8
2353.0,2.0021911912307546E8
2359.0,2.0022267135419175E8
2365.0,2.0022614352793446E8
2371.0,2.0022953749785325E8
2375.0,2.0023174921890262E8
2377.0,2.002328554322998E8
2383.0,2.0023609961123973E8
2389.0,2.0023927113810292E8
2395.0,2.00242371708916E8
2401.0,2.0024540298336437E8
2407.0,2.002483665852307E8
2413.0,2.0025126410285437E8
2419.0,2.0025409708961105E8
2425.0,2.002568670644092E8
2431.0,2.002595735310956E8
2437.0,2.0026221973946598E8
2443.0,2.0026480711422774E8
2449.0,2.0026733704754132E8
2455.0,2.0026981089957663E8
2461.0,2.0027222999907452E8
2467.0,2.002745956439125E8
2473.0,2.0027690910167336E8
2479.0,2.0027917161021578E8
2485.0,2.002813843782449E8
2491.0,2.00283548585883E8
2497.0,2.0028566538523838E8
2503.0,2.0028773590097237E8
2509.0,2.002897612308629E8
2515.0,2.002917424463648E8
2521.0,2.0029368059316528E8
2527.0,2.002955766917349E8
2533.0,2.0029743173787284E8
2539.0,2.002992467032461E8
2545.0,2.003010225359227E8
2551.0,2.0030275717156678E8
2557.0,2.003044488511138E8
2563.0,2.0030609892310804E8
2569.0,2.0030770868463138E8
2575.0,2.0030927938361728E8
2581.0,2.0031081222104514E8
2587.0,2.003123083530214E8
2593.0,2.003137688927554E8
2599.0,2.0031519491243404E8
2605.0,2.0031658744500315E8
2611.0,2.0031794748585925E8
2617.0,2.003192759944573E8
2623.0,2.0032057389583996E8
2629.0,2.0032184208209094E8
2635.0,2.0032308141371867E8
2641.0,2.003242927209723E8
2647.0,2.0032547680509534E8
2653.0,2.0032663443951902E8
2659.0,2.0032776637099913E8
2665.0,2.0032887332069984E8
2671.0,2.0032995598522633E8
2677.0,2.0033101503760982E8
2683.0,2.003320511282469E8
2689.0,2.00333064885796E8
2695.0,2.0033405691803282E8
2701.0,2.0033502781266707E8
2707.0,2.003359781381227E8
2713.0,2.0033690844428268E8
2719.0,2.0033781926320124E8
2725.0,2.0033871110978413E8
2731.0,2.0033958448243976E8
2737.0,2.003404398637008E8
2743.0,2.0034127772081986E8
2749.0,2.0034209850633883E8
2755.0,2.0034290265863413E8
2761.0,2.0034369060243824E8
2767.0,2.0034446274934018E8
2773.0,2.0034521949826333E8
2779.0,2.003459612359246E8
2785.0,2.003466883372738E8
2791.0,2.0034740116591513E8
2797.0,2.0034810007451075E8
2803.0,2.0034878540516862E8
2809.0,2.003494574898138E8
2815.0,2.003501166505452E8
2821.0,2.0035076319997787E8
2827.0,2.0035139744157103E8
2833.0,2.0035201966994426E8
2839.0,2.003526301711797E8
2845.0,2.0035322922311336E8
2851.0,2.003538170956146E8
2857.0,2.0035439405085483E8
2863.0,2.0035496034356564E8
2869.0,2.0035551622128722E8
2875.0,2.0035606192460704E8
2881.0,2.0035659768738937E8
2887.0,2.0035712373699638E8
2893.0,2.0035764029450038E8
2899.0,2.003581475748889E8
2905.0,2.0035864578726104E8
2911.0,2.0035913513501734E8
2917.0,2.0035961581604236E8
2923.0,2.0036008802288038E8
2929.0,2.0036055194290486E8
2935.0,2.003610077584817E8
2941.0,2.003614556471264E8
2947.0,2.0036189578165585E8
2953.0,2.003623283303343E8
2959.0,2.0036275345701423E8
2965.0,2.0036317132127255E8
2971.0,2.0036358207854155E8
2977.0,2.0036398588023525E8
2983.0,2.003643828738716E8
2989.0,2.003647732031901E8
2995.0,2.0036515700826576E8
3001.0,2.0036553442561853E8
3007.0,2.0036590558831948E8
3013.0,2.00366270626093E8
3019.0,2.0036662966541576E8
3025.0,2.0036698282961217E8
3031.0,2.0036733023894662E8
3037.0,2.0036767201071262E8
3043.0,2.0036800825931907E8
3049.0,2.0036833909637338E8
3055.0,2.0036866463076222E8
3061.0,2.003689849687293E8
3067.0,2.003693002139505E8
3073.0,2.0036961046760717E8
3079.0,2.0036991582845616E8
3085.0,2.003702163928981E8
3091.0,2.0037051225504357E8
3097.0,2.0037080350677675E8
3103.0,2.0037109023781735E8
3109.0,2.0037137253578034E8
3115.0,2.0037165048623398E8
3121.0,2.0037192417275602E8
3127.0,2.003721936769877E8
3133.0,2.003724590786867E8
3139.0,2.00372720455778E8
3145.0,2.0037297788440335E8
3151.0,2.0037323143896905E8
3157.0,2.003734811921924E8
3163.0,2.0037372721514666E8
3169.0,2.003739695773047E8
3175.0,2.0037420834658107E8
3181.0,2.003744435893734E8
3187.0,2.0037467537060165E8
3193.0,2.0037490375374687E8
3199.0,2.003751288008889E8
3205.0,2.0037535057274202E8
3211.0,2.0037556912869075E8
3217.0,2.0037578452682358E8
3223.0,2.0037599682396644E8
3229.0,2.0037620607571465E8
3235.0,2.0037641233646414E8
3241.0,2.0037661565944216E8
3247.0,2.003768160967362E8
3253.0,2.0037701369932276E8
3259.0,2.0037720851709536E8
3265.0,2.003774005988913E8
3271.0,2.003775899925177E8
3277.0,2.0037777674477744E8
3283.0,2.0037796090149328E8
3289.0,2.0037814250753248E8
3295.0,2.0037832160682973E8
3301.0,2.0037849824240997E8
3307.0,2.003786724564106E8
3313.0,2.003788442901027E8
3319.0,2.0037901378391215E8
3325.0,2.0037918097743964E8
3331.0,2.0037934590948063E8
3337.0,2.0037950861804423E8
3343.0,2.003796691403723E8
3349.0,2.0037982744270942E8
3385.0,2.003807281467816E8
3391.0,2.00380870492684E8
3397.0,2.0038101073461312E8
3403.0,2.0038114891382834E8
3409.0,2.0038128507058275E8
3415.0,2.0038141924415234E8
3421.0,2.0038155147286436E8
3427.0,2.003816817941246E8
3433.0,2.003818102444437E8
3439.0,2.0038193685946333E8
3445.0,2.0038206167398012E8
3451.0,2.0038218472197023E8
3457.0,2.003823060366119E8
3463.0,2.0038242565030846E8
3469.0,2.003825435947092E8
3475.0,2.003826599007311E8
3487.0,2.0038288771776265E8
3493.0,2.0038299928712162E8
3499.0,2.0038310933483747E8
3505.0,2.0038321788845485E8
3511.0,2.0038332497489786E8
3517.0,2.0038343062048686E8
3523.0,2.003835348509547E8
3529.0,2.003836376914623E8
3535.0,2.0038373916661388E8
3541.0,2.0038383930047172E8
3545.0,2.003839051778707E8
3547.0,2.003839381165702E8
3553.0,2.0038403563793004E8
3559.0,2.0038413188707122E8
3565.0,2.0038422688602638E8
3571.0,2.0038432065635324E8
3577.0,2.0038441321914685E8
3583.0,2.0038450459505144E8
3589.0,2.0038459480427194E8
3601.0,2.0038477180135104E8
3607.0,2.00384858627522E8
3613.0,2.003849443636544E8
3619.0,2.0038502902791804E8
3625.0,2.003851126381054E8
3631.0,2.003851952116416E8
3649.0,2.00385436881267E8
3655.0,2.0038551547540763E8
3661.0,2.0038559311481598E8
3667.0,2.0038566981489307E8
3673.0,2.0038574559073043E8
3679.0,2.0038582045711777E8
3685.0,2.0038589442855027E8
3691.0,2.0038596751923534E8
3697.0,2.003860397430996E8
3703.0,2.0038611111379567E8
3721.0,2.003863202394206E8
3733.0,2.003864556291946E8
3739.0,2.0038652215302038E8
3745.0,2.0038658791208875E8
3751.0,2.003866529180769E8
3763.0,2.0038678071641612E8
3769.0,2.003868435310315E8
3775.0,2.0038690563710493E8
3781.0,2.0038696704525268E8
3787.0,2.0038702776589283E8
3793.0,2.0038708780924994E8
3805.0,2.0038720590407008E8
3817.0,2.0038732140779635E8
3823.0,2.0038737821162185E8
3829.0,2.0038743439567748E8
3835.0,2.0038748996894658E8
3841.0,2.003875449402503E8
3847.0,2.0038759931825113E8
3853.0,2.0038765311145625E8
3865.0,2.0038775897675192E8
3877.0,2.0038786260121426E8
3889.0,2.0038796404764062E8
3895.0,2.0038801397311464E8
3901.0,2.0038806337664384E8
3907.0,2.003881122654784E8
3913.0,2.0038816064674303E8
3919.0,2.0038820852743953E8
3937.0,2.003883492343488E8
3955.0,2.0038848567693806E8
3967.0,2.003885743541913E8
3991.0,2.0038874644306043E8
3997.0,2.0038878838874698E8
4003.0,2.003888298287128E8
4009.0,2.0038887075809008E8
4015.0,2.003889111852192E8
4021.0,2.0038895111826807E8
4027.0,2.0038899056523645E8
4033.0,2.0038902953396028E8
4039.0,2.0038906803211534E8
4045.0,2.003891060672215E8
4051.0,2.003891436466465E8
4057.0,2.0038918077760944E8
4063.0,2.0038921746718454E8
4069.0,2.0038925372230458E8
4075.0,2.0038928954976436E8
4081.0,2.0038932495622385E8
4087.0,2.003893599482116E8
4093.0,2.0038939453212762E8
4099.0,2.0038942871424654E8
4105.0,2.003894625007207E8
4111.0,2.0038949589758277E8
4117.0,2.0038952891074863E8
4123.0,2.0038956154602003E8
4129.0,2.0038959380908757E8
4135.0,2.0038962570553255E8
4141.0,2.0038965724083027E8
4147.0,2.0038968842035198E8
4153.0,2.003897192493674E8
4159.0,2.0038974973304692E8
4165.0,2.003897798764639E8
4171.0,2.0038980968459696E8
4177.0,2.0038983916233203E8
4183.0,2.003898683144643E8
4189.0,2.003898971457004E8
4195.0,2.003899256606603E8
4201.0,2.0038995386387935E8
4207.0,2.0038998175980976E8
4213.0,2.0039000935282293E8
4219.0,2.0039003664721084E8
4225.0,2.00390063647188E8
4231.0,2.0039009035689294E8
4237.0,2.0039011678039008E8
4243.0,2.0039014292167103E8
4249.0,2.003901687846564E8
4255.0,2.0039019437319726E8
4261.0,2.0039021969107658E8
4267.0,2.0039024474201062E8
4273.0,2.0039026952965048E8
4279.0,2.003902940575833E8
4285.0,2.0039031832933384E8
4291.0,2.0039034234836546E8
4297.0,2.0039036611808178E8
4303.0,2.0039038964182755E8
4309.0,2.0039041292289007E8
4315.0,2.003904359645004E8
4321.0,2.0039045876983434E8
4327.0,2.0039048134201387E8
4333.0,2.0039050368410775E8
4339.0,2.0039052579913324E8
4345.0,2.0039054769005656E8
4351.0,2.003905693597942E8
4357.0,2.00390590811214E8
4363.0,2.003906120471358E8
4369.0,2.0039063307033283E8
4375.0,2.0039065388353226E8
4381.0,2.0039067448941627E8
4387.0,2.0039069489062294E8
4393.0,2.0039071508974725E8
4399.0,2.0039073508934158E8
4405.0,2.0039075489191684E8
4411.0,2.003907744999432E8
4417.0,2.0039079391585088E8
4423.0,2.0039081314203078E8
4429.0,2.0039083218083563E8
4435.0,2.003908510345801E8
4441.0,2.003908697055423E8
4447.0,2.0039088819596368E8
4453.0,2.003909065080504E8
4459.0,2.0039092464397362E8
4465.0,2.0039094260587022E8
4471.0,2.0039096039584357E8
4477.0,2.00390978015964E8
4483.0,2.003909954682695E8
4489.0,2.0039101275476635E8
4495.0,2.0039102987742975E8
4501.0,2.003910468382041E8
4507.0,2.0039106363900402E8
4513.0,2.003910802817145E8
4519.0,2.003910967681918E8
4525.0,2.0039111310026368E8
4531.0,2.0039112927973E8
4537.0,2.0039114530836323E8
4543.0,2.0039116118790916E8
4549.0,2.00391176920087E8
4555.0,2.0039119250659016E8
4561.0,2.0039120794908658E8
4567.0,2.003912232492192E8
4573.0,2.0039123840860653E8
4579.0,2.003912534288427E8
4585.0,2.003912683114985E8
4591.0,2.0039128305812126E8
4597.0,2.0039129767023557E8
4603.0,2.0039131214934343E8
4609.0,2.003913264969249E8
4615.0,2.0039134071443844E8
4621.0,2.0039135480332094E8
4627.0,2.0039136876498872E8
4633.0,2.0039138260083732E8
4639.0,2.003913963122421E8
4645.0,2.0039140990055862E8
4651.0,2.0039142336712292E8
4657.0,2.0039143671325177E8
4663.0,2.003914499402432E8
4669.0,2.003914630493766E8
4675.0,2.0039147604191327E8
4681.0,2.0039148891909638E8
4687.0,2.0039150168215168E8
4693.0,2.0039151433228755E8
4699.0,2.0039152687069526E8
4705.0,2.0039153929854947E8
4711.0,2.0039155161700827E8
4717.0,2.003915638272136E8
4723.0,2.003915759302914E8
4729.0,2.0039158792735213E8
4735.0,2.003915998194906E8
4741.0,2.0039161160778666E8
4747.0,2.003916232933052E8
4753.0,2.0039163487709633E8
4759.0,2.0039164636019593E8
4765.0,2.0039165774362555E8
4771.0,2.003916690283928E8
4777.0,2.0039168020334458E8
4783.0,2.0039169124739572E8
4789.0,2.003917021615257E8
4795.0,2.003917129471775E8
4801.0,2.0039172360576952E8
4807.0,2.003917341386963E8
4813.0,2.0039174454732874E8
4819.0,2.0039175483301467E8
4825.0,2.0039176499707943E8
4831.0,2.0039177504082578E8
4837.0,2.0039178496553487E8
4843.0,2.0039179477246624E8
4849.0,2.0039180446285853E8
4855.0,2.003918140379295E8
4861.0,2.0039182349887666E8
4867.0,2.0039183284687766E8
4873.0,2.003918420830903E8
4879.0,2.0039185120865336E8
4885.0,2.0039186022468656E8
4891.0,2.003918691322911E8
4897.0,2.003918779325498E8
4903.0,2.003918866265276E8
4909.0,2.0039189521527186E8
4915.0,2.0039190369981235E8
4921.0,2.003919120811621E8
4927.0,2.003919203603172E8
4933.0,2.0039192853825724E8
4939.0,2.003919366159457E8
4945.0,2.0039194459433007E8
4951.0,2.003919524743422E8
4957.0,2.0039196025689867E8
4963.0,2.0039196794290057E8
4969.0,2.003919755332344E8
4975.0,2.0039198302877185E8
4981.0,2.0039199043037027E8
4987.0,2.0039199773887268E8
4993.0,2.0039200495510834E8
4999.0,2.003920120798926E8
5005.0,2.0039201911402735E8
5011.0,2.0039202605830115E8
5017.0,2.003920329134895E8
5023.0,2.0039203968035498E8
5029.0,2.0039204635964742E8
5035.0,2.0039205295210427E8
5041.0,2.0039205945845065E8
5047.0,2.003920658793993E8
5053.0,2.0039207221565145E8
5059.0,2.0039207846789625E8
5065.0,2.0039208463681135E8
5071.0,2.0039209072306302E8
5077.0,2.003920967273063E8
5083.0,2.003921026501851E8
5089.0,2.0039210849233246E8
5095.0,2.003921142543706E8
5101.0,2.0039211993691117E8
5107.0,2.0039212554055545E8
5113.0,2.0039213106589422E8
5119.0,2.0039213651350826E8
5125.0,2.0039214188396832E8
5131.0,2.0039214717783517E8
5137.0,2.0039215239565995E8
5143.0,2.0039215753798416E8
5149.0,2.0039216260533977E8
5155.0,2.0039216759824935E8
5161.0,2.003921725172264E8
5167.0,2.0039217736277524E8
5173.0,2.0039218213539118E8
5179.0,2.0039218683556065E8
5185.0,2.003921914637613E8
5191.0,2.003921960204623E8
5197.0,2.0039220050612408E8
5203.0,2.003922049211987E8
5209.0,2.0039220926613E8
5215.0,2.0039221354135352E8
5221.0,2.003922177472966E8
5227.0,2.003922218843787E8
5233.0,2.003922259530113E8
5239.0,2.0039222995359796E8
5245.0,2.003922338865346E8
5251.0,2.0039223775220954E8
5257.0,2.003922415510033E8
5263.0,2.0039224528328928E8
5269.0,2.0039224894943312E8
5275.0,2.0039225254979333E8
5281.0,2.003922560847212E8
5287.0,2.003922595545608E8
5293.0,2.0039226295964915E8
5299.0,2.0039226630031624E8
5305.0,2.0039226957688513E8
5311.0,2.0039227278967205E8
5317.0,2.0039227593898645E8
5323.0,2.0039227902513093E8
5329.0,2.0039228204840153E8
5335.0,2.003922850090878E8
5341.0,2.0039228790747252E8
5347.0,2.003922907438322E8
5353.0,2.0039229351843676E8
5359.0,2.0039229623154995E8
5365.0,2.00392298883429E8
5371.0,2.0039230147432515E8
5377.0,2.0039230400448334E8
5383.0,2.0039230647414228E8
5389.0,2.003923088835347E8
5395.0,2.0039231123288727E8
5401.0,2.0039231352242064E8
5407.0,2.003923157523496E8
5413.0,2.003923179228829E8
5419.0,2.0039232003422365E8
5425.0,2.003923220865689E8
5431.0,2.003923240801101E8
5437.0,2.0039232601503295E8
5443.0,2.003923278915173E8
5449.0,2.0039232970973766E8
5455.0,2.003923314698626E8
5461.0,2.0039233317205533E8
5467.0,2.0039233481647334E8
5473.0,2.003923364032688E8
5479.0,2.0039233793258822E8
5485.0,2.0039233940457267E8
5491.0,2.00392340819358E8
5497.0,2.003923421770743E8
5503.0,2.003923434778467E8
5509.0,2.003923447217947E8
5515.0,2.0039234590903246E8
5521.0,2.0039234703966916E8
5527.0,2.0039234811084086E8
5533.0,2.0039234910485578E8
5539.0,2.003923500188743E8
5545.0,2.0039235085301548E8
5551.0,2.0039235160738796E8
5557.0,2.0039235228208983E8
5563.0,2.003923528772089E8
5569.0,2.0039235339282247E8
5575.0,2.003923538289976E8
5581.0,2.0039237587870052E8
5587.0,2.0039239784913135E8
5593.0,2.00392419740299E8
5599.0,2.0039244155220202E8
5605.0,2.0039246328482863E8
6650.0,2.0039246328482863E8
